donor_id,first_gift_amount,donation_channel,campaign_source,city,donor_age_band,first_gift_month,is_festival_season,communication_optin,time_on_first_visit_secs,donated_again
D2601,1330,UPI,Referral,Kanpur,18-25,12,0,1,206,1
D2602,1459,UPI,Event,Delhi,18-25,10,1,1,135,1
D2603,222,Card,Event,Other,26-35,2,0,0,148,1
D2604,484,UPI,Event,Lucknow,51+,9,1,0,138,1
D2605,1557,UPI,SocialMedia,Ghaziabad,26-35,8,0,0,10,0
D2606,859,UPI,Referral,Delhi,18-25,11,1,0,10,1
D2607,690,UPI,Referral,Kanpur,26-35,12,0,1,117,1
D2608,517,BankTransfer,Referral,Ghaziabad,18-25,9,1,1,159,1
D2609,460,BankTransfer,Referral,Ghaziabad,18-25,8,0,0,123,1
D2610,736,UPI,Website,Other,18-25,5,0,0,79,1
D2611,504,Cash,Event,Other,18-25,11,1,1,123,1
D2612,584,Cash,Referral,Other,36-50,12,0,1,117,1
D2613,636,BankTransfer,SocialMedia,Delhi,18-25,12,0,1,194,0
D2614,374,UPI,Website,Lucknow,18-25,12,0,0,190,0
D2615,873,UPI,Event,Other,26-35,8,0,0,101,1
D2616,4628,Card,Website,Other,18-25,12,0,1,136,1
D2617,173,BankTransfer,SocialMedia,Ghaziabad,26-35,10,1,1,159,0
D2618,755,Cash,SocialMedia,Other,18-25,3,0,1,169,1
D2619,353,Card,SocialMedia,Other,18-25,1,0,1,255,1
D2620,902,UPI,Event,Lucknow,36-50,12,0,0,138,1
D2621,622,Cash,Event,Kanpur,18-25,6,0,0,221,1
D2622,1026,BankTransfer,SocialMedia,Kanpur,18-25,11,1,0,58,0
D2623,1370,UPI,SocialMedia,Delhi,18-25,4,0,0,95,0
D2624,689,Card,Event,Kanpur,18-25,5,0,0,10,0
D2625,1329,UPI,SocialMedia,Ghaziabad,18-25,10,1,0,150,0
D2626,117,Card,Website,Lucknow,18-25,7,0,0,185,0
D2627,1832,Card,SocialMedia,Other,18-25,9,1,1,10,1
D2628,783,Cash,Event,Other,18-25,4,0,0,153,1
D2629,1280,BankTransfer,SocialMedia,Delhi,36-50,8,0,1,182,1
D2630,256,UPI,Event,Ghaziabad,18-25,6,0,0,178,1
D2631,336,UPI,Event,Kanpur,18-25,12,0,0,56,1
D2632,667,UPI,Website,Delhi,26-35,6,0,0,194,1
D2633,595,UPI,Event,Kanpur,18-25,2,0,0,140,1
D2634,734,UPI,Event,Lucknow,36-50,9,1,0,181,1
D2635,1286,UPI,SocialMedia,Other,18-25,12,0,1,131,0
D2636,175,UPI,Event,Lucknow,26-35,11,1,1,166,0
D2637,1190,UPI,SocialMedia,Lucknow,51+,2,0,0,217,0
D2638,605,UPI,Website,Delhi,18-25,12,0,0,125,1
D2639,522,Cash,Event,Other,18-25,5,0,0,159,1
D2640,215,UPI,Website,Ghaziabad,26-35,11,1,1,227,0
D2641,856,Card,Event,Ghaziabad,51+,8,0,0,130,1
D2642,111,BankTransfer,SocialMedia,Kanpur,26-35,12,0,0,61,0
D2643,948,Card,SocialMedia,Lucknow,26-35,5,0,1,187,0
D2644,212,UPI,SocialMedia,Kanpur,18-25,8,0,1,240,0
D2645,625,UPI,Event,Lucknow,26-35,9,1,1,230,1
D2646,554,Card,Website,Delhi,18-25,2,0,0,190,0
D2647,1365,Card,Website,Kanpur,26-35,10,1,0,10,0
D2648,531,UPI,Event,Lucknow,18-25,2,0,0,95,1
D2649,370,UPI,SocialMedia,Kanpur,26-35,10,1,1,99,1
D2650,422,Card,Referral,Kanpur,18-25,2,0,1,143,1
D2651,1467,UPI,SocialMedia,Kanpur,36-50,3,0,0,258,0
D2652,876,Card,SocialMedia,Kanpur,36-50,6,0,1,64,1
D2653,459,UPI,Referral,Other,36-50,3,0,1,296,1
D2654,510,UPI,SocialMedia,Other,51+,1,0,1,113,1
D2655,201,Cash,SocialMedia,Delhi,26-35,1,0,0,86,0
D2656,790,UPI,SocialMedia,Lucknow,36-50,4,0,0,199,0
D2657,176,Card,Website,Delhi,18-25,6,0,0,204,0
D2658,1019,UPI,SocialMedia,Other,51+,1,0,1,185,1
D2659,659,UPI,Website,Lucknow,26-35,2,0,0,86,0
D2660,3200,BankTransfer,Event,Kanpur,26-35,8,0,0,175,0
D2661,279,UPI,SocialMedia,Delhi,26-35,4,0,1,67,1
D2662,560,UPI,SocialMedia,Other,36-50,10,1,1,84,1
D2663,2119,BankTransfer,Website,Kanpur,36-50,11,1,1,133,1
D2664,1386,Cash,SocialMedia,Ghaziabad,36-50,1,0,1,82,1
D2665,370,Card,Website,Ghaziabad,26-35,12,0,1,213,1
D2666,704,UPI,Event,Ghaziabad,26-35,9,1,1,99,1
D2667,603,UPI,SocialMedia,Delhi,51+,10,1,0,124,0
D2668,733,Card,Event,Ghaziabad,26-35,6,0,0,78,0
D2669,369,UPI,Event,Other,26-35,1,0,0,212,0
D2670,565,UPI,Event,Delhi,26-35,11,1,0,93,1
D2671,197,Cash,Website,Kanpur,26-35,7,0,1,219,0
D2672,662,UPI,Referral,Other,36-50,1,0,1,214,0
D2673,825,UPI,Website,Delhi,26-35,2,0,0,108,0
D2674,513,UPI,Event,Lucknow,36-50,3,0,1,142,1
D2675,194,UPI,Event,Ghaziabad,36-50,5,0,1,106,1
D2676,1202,Card,Website,Other,26-35,6,0,1,178,1
D2677,777,BankTransfer,SocialMedia,Ghaziabad,18-25,6,0,1,126,0
D2678,362,UPI,Website,Kanpur,26-35,11,1,0,110,0
D2679,495,UPI,Referral,Ghaziabad,26-35,12,0,0,143,0
D2680,211,Card,SocialMedia,Kanpur,26-35,9,1,0,29,0
D2681,294,UPI,Referral,Delhi,36-50,8,0,1,134,1
D2682,413,Card,Website,Kanpur,18-25,11,1,0,185,1
D2683,1422,BankTransfer,Event,Lucknow,18-25,4,0,1,149,1
D2684,385,Card,Referral,Ghaziabad,36-50,7,0,0,206,1
D2685,942,UPI,SocialMedia,Other,51+,8,0,1,113,0
D2686,413,BankTransfer,SocialMedia,Ghaziabad,26-35,4,0,1,107,1
D2687,716,UPI,SocialMedia,Other,18-25,12,0,0,61,1
D2688,545,BankTransfer,Event,Other,26-35,3,0,1,111,1
D2689,1109,Card,SocialMedia,Kanpur,26-35,1,0,1,277,0
D2690,414,Card,Referral,Delhi,26-35,4,0,1,159,0
D2691,200,BankTransfer,SocialMedia,Kanpur,18-25,10,1,1,99,0
D2692,229,Card,SocialMedia,Other,18-25,5,0,1,69,0
D2693,415,UPI,Website,Lucknow,36-50,3,0,0,28,0
D2694,251,UPI,SocialMedia,Kanpur,26-35,11,1,1,81,1
D2695,802,Card,Website,Kanpur,36-50,2,0,0,193,1
D2696,434,Card,SocialMedia,Ghaziabad,26-35,2,0,0,110,0
D2697,3172,UPI,Referral,Other,18-25,11,1,0,72,0
D2698,178,Cash,Website,Delhi,26-35,4,0,1,80,1
D2699,694,Card,SocialMedia,Kanpur,51+,1,0,0,185,1
D2700,273,UPI,SocialMedia,Ghaziabad,26-35,6,0,1,134,0
D2701,426,UPI,SocialMedia,Ghaziabad,26-35,9,1,0,96,0
D2702,664,UPI,Referral,Lucknow,26-35,10,1,0,118,1
D2703,118,UPI,Website,Kanpur,36-50,2,0,0,294,1
D2704,710,UPI,Event,Ghaziabad,26-35,4,0,0,225,0
D2705,2280,UPI,SocialMedia,Other,26-35,8,0,0,242,0
D2706,438,UPI,Referral,Ghaziabad,36-50,8,0,1,17,0
D2707,722,UPI,SocialMedia,Delhi,18-25,8,0,0,129,0
D2708,1233,Card,Website,Ghaziabad,26-35,5,0,0,94,1
D2709,537,UPI,Website,Ghaziabad,26-35,11,1,0,178,0
D2710,401,BankTransfer,SocialMedia,Lucknow,51+,1,0,0,214,1
D2711,122,BankTransfer,Event,Kanpur,36-50,10,1,1,162,0
D2712,943,Card,SocialMedia,Kanpur,18-25,12,0,0,78,1
D2713,556,BankTransfer,SocialMedia,Other,36-50,9,1,1,93,0
D2714,296,BankTransfer,Referral,Other,36-50,6,0,1,183,1
D2715,658,UPI,Website,Delhi,26-35,5,0,0,190,1
D2716,400,Cash,Website,Kanpur,18-25,6,0,1,149,0
D2717,416,UPI,Event,Kanpur,18-25,2,0,0,149,1
D2718,920,Card,SocialMedia,Kanpur,26-35,3,0,1,143,1
D2719,236,Card,Website,Other,26-35,8,0,1,158,0
D2720,1253,UPI,Event,Other,36-50,7,0,0,190,1
D2721,226,UPI,SocialMedia,Lucknow,18-25,6,0,1,184,0
D2722,378,BankTransfer,Event,Other,26-35,6,0,0,141,0
D2723,2312,UPI,Website,Kanpur,18-25,1,0,1,136,1
D2724,1325,UPI,Website,Lucknow,26-35,11,1,1,133,1
D2725,644,UPI,SocialMedia,Kanpur,18-25,12,0,0,85,0
D2726,312,Card,Referral,Ghaziabad,26-35,3,0,0,84,1
D2727,416,Cash,SocialMedia,Other,18-25,4,0,1,178,1
D2728,634,Cash,SocialMedia,Other,26-35,8,0,0,90,0
D2729,618,UPI,SocialMedia,Kanpur,18-25,1,0,1,196,1
D2730,565,UPI,Website,Kanpur,36-50,2,0,0,136,1
D2731,589,UPI,SocialMedia,Lucknow,18-25,11,1,0,197,1
D2732,518,Card,Event,Kanpur,26-35,3,0,1,184,0
D2733,219,Cash,SocialMedia,Lucknow,26-35,7,0,1,199,1
D2734,419,Cash,Website,Lucknow,18-25,11,1,1,106,1
D2735,1142,UPI,Website,Kanpur,18-25,9,1,1,168,0
D2736,231,Card,SocialMedia,Kanpur,18-25,4,0,0,191,0
D2737,527,UPI,Referral,Kanpur,26-35,2,0,0,31,0
D2738,339,Card,SocialMedia,Other,51+,9,1,0,259,0
D2739,651,Card,SocialMedia,Ghaziabad,18-25,5,0,0,298,0
D2740,458,Card,Event,Lucknow,36-50,12,0,0,206,1
D2741,1693,Card,Website,Ghaziabad,36-50,8,0,1,196,1
D2742,858,BankTransfer,SocialMedia,Delhi,36-50,1,0,0,181,1
D2743,240,UPI,Event,Kanpur,26-35,4,0,0,117,1
D2744,963,UPI,SocialMedia,Kanpur,51+,9,1,1,132,1
D2745,350,UPI,Event,Delhi,26-35,9,1,0,207,1
D2746,402,Card,Website,Delhi,36-50,9,1,1,71,0
D2747,750,Card,Referral,Kanpur,18-25,3,0,0,65,1
D2748,427,Card,Event,Ghaziabad,36-50,3,0,0,112,1
D2749,1124,Cash,Website,Other,51+,3,0,1,185,1
D2750,350,UPI,Event,Kanpur,51+,9,1,1,79,1
D2751,390,Card,SocialMedia,Kanpur,18-25,1,0,1,124,1
D2752,380,Cash,SocialMedia,Ghaziabad,36-50,10,1,0,132,0
D2753,405,UPI,Referral,Kanpur,18-25,4,0,0,69,1
D2754,1299,UPI,SocialMedia,Lucknow,36-50,6,0,1,10,1
D2755,935,UPI,Website,Delhi,18-25,3,0,0,68,1
D2756,1992,UPI,SocialMedia,Lucknow,36-50,6,0,1,158,0
D2757,2943,Cash,Website,Lucknow,26-35,10,1,0,174,1
D2758,293,BankTransfer,SocialMedia,Ghaziabad,18-25,3,0,0,174,0
D2759,632,Card,Referral,Delhi,18-25,7,0,0,182,1
D2760,264,UPI,Website,Kanpur,18-25,1,0,1,96,1
D2761,349,Card,SocialMedia,Ghaziabad,26-35,3,0,0,81,0
D2762,387,Cash,Website,Delhi,36-50,9,1,1,166,1
D2763,287,UPI,Website,Ghaziabad,36-50,7,0,0,125,1
D2764,288,Cash,SocialMedia,Kanpur,36-50,8,0,1,203,1
D2765,544,UPI,SocialMedia,Ghaziabad,36-50,3,0,0,166,1
D2766,257,UPI,Website,Delhi,26-35,3,0,1,229,0
D2767,1085,UPI,Website,Kanpur,26-35,6,0,1,107,1
D2768,317,UPI,SocialMedia,Delhi,26-35,2,0,1,214,0
D2769,4301,BankTransfer,Referral,Delhi,18-25,11,1,0,282,0
D2770,439,UPI,SocialMedia,Lucknow,26-35,4,0,1,143,1
D2771,633,UPI,SocialMedia,Kanpur,36-50,9,1,0,174,1
D2772,243,UPI,Event,Other,26-35,2,0,1,74,0
D2773,1987,UPI,SocialMedia,Kanpur,36-50,8,0,1,202,0
D2774,1318,UPI,SocialMedia,Other,18-25,3,0,0,219,1
D2775,741,UPI,Event,Delhi,36-50,4,0,1,105,1
D2776,234,Card,SocialMedia,Kanpur,18-25,5,0,1,181,1
D2777,697,UPI,SocialMedia,Delhi,36-50,2,0,0,159,0
D2778,275,Cash,Website,Lucknow,18-25,2,0,0,167,0
D2779,1675,UPI,Event,Ghaziabad,26-35,10,1,0,196,1
D2780,1060,Cash,Website,Ghaziabad,26-35,5,0,1,176,0
D2781,643,Cash,Event,Lucknow,18-25,7,0,1,130,1
D2782,109,UPI,Event,Delhi,26-35,8,0,0,198,0
D2783,302,UPI,SocialMedia,Other,18-25,8,0,0,217,0
D2784,974,BankTransfer,Website,Kanpur,26-35,8,0,0,101,1
D2785,1407,Card,SocialMedia,Lucknow,51+,12,0,0,139,1
D2786,1308,Card,SocialMedia,Delhi,18-25,8,0,0,16,0
D2787,197,UPI,Website,Delhi,26-35,5,0,0,180,0
D2788,743,UPI,Website,Ghaziabad,36-50,4,0,0,225,1
D2789,1225,Card,Website,Ghaziabad,26-35,10,1,1,121,1
D2790,189,BankTransfer,SocialMedia,Delhi,36-50,6,0,1,149,1
D2791,599,UPI,SocialMedia,Ghaziabad,26-35,7,0,0,124,0
D2792,729,Cash,Event,Kanpur,26-35,10,1,1,113,1
D2793,488,Card,Website,Lucknow,18-25,3,0,0,156,1
D2794,165,UPI,Event,Kanpur,18-25,3,0,0,85,1
D2795,479,UPI,SocialMedia,Kanpur,26-35,1,0,1,123,0
D2796,479,UPI,SocialMedia,Kanpur,36-50,1,0,1,76,1
D2797,543,UPI,Event,Delhi,18-25,8,0,0,181,0
D2798,406,Card,Website,Other,51+,7,0,0,156,0
D2799,441,UPI,SocialMedia,Ghaziabad,26-35,4,0,1,109,1
D2800,585,UPI,SocialMedia,Kanpur,26-35,3,0,0,142,1
D2801,820,Card,SocialMedia,Other,36-50,9,1,1,124,1
D2802,486,Card,SocialMedia,Kanpur,36-50,2,0,0,220,1
D2803,452,Card,Event,Other,26-35,9,1,0,109,0
D2804,642,Card,SocialMedia,Lucknow,18-25,11,1,1,184,1
D2805,157,UPI,Website,Kanpur,18-25,6,0,1,90,1
D2806,840,Card,Website,Ghaziabad,18-25,6,0,1,196,1
D2807,602,UPI,Referral,Ghaziabad,36-50,7,0,1,212,1
D2808,619,UPI,Referral,Delhi,18-25,2,0,1,215,0
D2809,1179,UPI,SocialMedia,Kanpur,36-50,8,0,0,242,0
D2810,153,Card,SocialMedia,Other,18-25,5,0,0,160,0
D2811,151,Card,SocialMedia,Delhi,26-35,6,0,0,226,1
D2812,729,UPI,Website,Other,26-35,1,0,1,253,0
D2813,599,BankTransfer,SocialMedia,Other,26-35,11,1,1,61,0
D2814,678,Cash,SocialMedia,Kanpur,26-35,5,0,0,97,1
D2815,436,UPI,SocialMedia,Lucknow,51+,1,0,1,35,1
D2816,958,Card,SocialMedia,Other,36-50,10,1,0,214,1
D2817,1156,UPI,Website,Ghaziabad,36-50,12,0,1,34,1
D2818,845,BankTransfer,Website,Kanpur,18-25,7,0,1,15,1
D2819,501,UPI,Event,Kanpur,51+,1,0,0,63,1
D2820,138,UPI,Referral,Kanpur,36-50,12,0,0,18,0
D2821,1031,UPI,SocialMedia,Other,36-50,3,0,0,159,1
D2822,1415,UPI,SocialMedia,Ghaziabad,26-35,3,0,1,64,1
D2823,945,Card,SocialMedia,Delhi,18-25,9,1,0,21,0
D2824,325,Card,Website,Other,36-50,4,0,1,137,1
D2825,965,UPI,Event,Kanpur,26-35,2,0,1,141,1
D2826,1099,Card,SocialMedia,Delhi,18-25,9,1,1,10,0
D2827,1792,BankTransfer,Referral,Kanpur,26-35,4,0,1,90,1
D2828,326,Cash,SocialMedia,Kanpur,26-35,11,1,0,134,0
D2829,514,Card,SocialMedia,Kanpur,18-25,2,0,1,115,0
D2830,1015,UPI,Website,Ghaziabad,36-50,11,1,0,116,0
D2831,627,UPI,Referral,Ghaziabad,26-35,9,1,0,222,1
D2832,275,BankTransfer,Website,Ghaziabad,26-35,3,0,0,290,1
D2833,805,Cash,Referral,Kanpur,18-25,7,0,0,118,0
D2834,902,Card,SocialMedia,Kanpur,51+,12,0,1,47,1
D2835,640,BankTransfer,Website,Delhi,26-35,1,0,0,123,0
D2836,702,UPI,Website,Kanpur,26-35,10,1,1,153,0
D2837,502,Card,Event,Other,26-35,6,0,0,136,1
D2838,1694,UPI,SocialMedia,Other,26-35,12,0,1,182,1
D2839,320,UPI,Referral,Delhi,36-50,3,0,1,294,1
D2840,399,Card,SocialMedia,Lucknow,18-25,9,1,1,20,0
D2841,606,UPI,Event,Delhi,36-50,12,0,1,104,0
D2842,1114,BankTransfer,Referral,Delhi,18-25,5,0,0,247,0
D2843,211,UPI,Referral,Other,51+,2,0,0,103,1
D2844,241,Cash,Referral,Other,26-35,5,0,1,195,1
D2845,145,Cash,Referral,Ghaziabad,18-25,8,0,0,184,1
D2846,616,Card,SocialMedia,Lucknow,26-35,8,0,1,226,1
D2847,275,BankTransfer,Referral,Other,18-25,6,0,1,273,0
D2848,460,UPI,Event,Kanpur,51+,12,0,0,163,0
D2849,956,UPI,Website,Lucknow,36-50,7,0,1,17,1
D2850,384,UPI,SocialMedia,Delhi,26-35,8,0,0,90,0
D2851,708,UPI,Website,Delhi,26-35,12,0,1,293,1
D2852,488,BankTransfer,Event,Ghaziabad,51+,12,0,0,41,0
D2853,963,Card,Website,Kanpur,36-50,5,0,1,174,0
D2854,839,UPI,SocialMedia,Kanpur,26-35,4,0,0,10,1
D2855,371,UPI,SocialMedia,Lucknow,26-35,9,1,1,45,1
D2856,535,Card,Event,Other,18-25,7,0,1,202,1
D2857,1250,Cash,SocialMedia,Other,36-50,6,0,1,142,1
D2858,793,UPI,Website,Ghaziabad,26-35,9,1,1,113,1
D2859,226,Cash,SocialMedia,Kanpur,36-50,8,0,1,82,1
D2860,952,Card,Event,Delhi,26-35,11,1,1,10,1
D2861,282,Cash,SocialMedia,Delhi,26-35,5,0,1,188,1
D2862,1618,UPI,SocialMedia,Lucknow,26-35,10,1,1,120,1
D2863,1233,Card,Website,Ghaziabad,36-50,3,0,1,33,1
D2864,737,UPI,SocialMedia,Kanpur,26-35,12,0,1,142,1
D2865,672,UPI,SocialMedia,Delhi,36-50,2,0,0,180,0
D2866,520,Cash,SocialMedia,Lucknow,18-25,10,1,1,125,1
D2867,968,Card,SocialMedia,Ghaziabad,36-50,2,0,0,148,1
D2868,464,UPI,Website,Other,36-50,11,1,0,142,0
D2869,710,BankTransfer,SocialMedia,Delhi,36-50,12,0,1,90,1
D2870,1108,UPI,SocialMedia,Other,18-25,10,1,0,143,1
D2871,406,Card,Website,Ghaziabad,36-50,10,1,0,191,1
D2872,391,BankTransfer,Event,Ghaziabad,18-25,6,0,1,212,1
D2873,261,Card,Event,Other,18-25,3,0,1,195,1
D2874,286,Cash,SocialMedia,Other,36-50,12,0,0,92,0
D2875,167,Card,Referral,Other,36-50,7,0,1,184,1
D2876,1003,Cash,Event,Other,18-25,10,1,0,172,0
D2877,2135,Card,SocialMedia,Ghaziabad,51+,9,1,0,90,1
D2878,1632,Card,Referral,Kanpur,26-35,9,1,0,107,1
D2879,193,UPI,Website,Ghaziabad,51+,5,0,0,187,1
D2880,1000,Cash,Website,Other,36-50,6,0,1,236,1
D2881,1629,UPI,Referral,Ghaziabad,51+,6,0,1,13,1
D2882,437,BankTransfer,SocialMedia,Delhi,36-50,8,0,1,254,1
D2883,646,UPI,Website,Other,51+,9,1,1,221,1
D2884,148,UPI,Website,Other,26-35,3,0,1,153,1
D2885,725,BankTransfer,SocialMedia,Other,18-25,3,0,1,123,0
D2886,286,UPI,SocialMedia,Lucknow,26-35,1,0,0,167,0
D2887,692,UPI,SocialMedia,Ghaziabad,36-50,7,0,1,95,0
D2888,202,Cash,Referral,Other,18-25,9,1,1,127,0
D2889,880,UPI,SocialMedia,Kanpur,51+,3,0,0,36,1
D2890,1233,UPI,SocialMedia,Kanpur,18-25,9,1,0,18,1
D2891,348,Card,Website,Other,36-50,1,0,0,303,1
D2892,272,UPI,Website,Delhi,26-35,11,1,1,144,1
D2893,133,UPI,SocialMedia,Lucknow,36-50,9,1,1,154,0
D2894,499,UPI,Website,Kanpur,51+,9,1,1,137,1
D2895,401,UPI,Event,Lucknow,26-35,9,1,0,82,1
D2896,203,UPI,Website,Other,36-50,5,0,0,118,0
D2897,826,UPI,SocialMedia,Lucknow,18-25,12,0,1,146,1
D2898,439,Card,SocialMedia,Ghaziabad,36-50,9,1,0,126,0
D2899,283,Card,Website,Lucknow,36-50,3,0,0,87,1
D2900,408,UPI,SocialMedia,Other,18-25,12,0,1,173,1
D2901,1274,UPI,Event,Other,18-25,9,1,1,153,1
D2902,918,BankTransfer,SocialMedia,Ghaziabad,26-35,4,0,1,167,0
D2903,549,Card,Website,Lucknow,18-25,12,0,1,189,0
D2904,928,UPI,Referral,Kanpur,36-50,3,0,0,128,1
D2905,267,Card,Website,Ghaziabad,18-25,8,0,1,128,1
D2906,616,UPI,Referral,Kanpur,51+,9,1,1,243,1
D2907,667,Cash,Referral,Lucknow,51+,12,0,1,73,0
D2908,433,BankTransfer,Event,Lucknow,51+,7,0,0,10,1
D2909,816,BankTransfer,SocialMedia,Ghaziabad,26-35,12,0,1,178,1
D2910,349,UPI,Referral,Kanpur,18-25,4,0,0,95,1
D2911,860,UPI,Referral,Kanpur,36-50,10,1,1,64,1
D2912,886,UPI,Referral,Kanpur,36-50,3,0,1,201,1
D2913,78,UPI,Website,Delhi,51+,12,0,1,129,0
D2914,1385,UPI,SocialMedia,Kanpur,26-35,10,1,0,51,0
D2915,71,Card,Referral,Kanpur,18-25,8,0,1,275,0
D2916,391,UPI,Referral,Other,51+,1,0,0,27,0
D2917,1234,BankTransfer,Website,Kanpur,36-50,6,0,1,133,0
D2918,482,UPI,Referral,Other,18-25,2,0,0,10,0
D2919,216,UPI,Event,Lucknow,36-50,12,0,0,158,1
D2920,280,BankTransfer,Referral,Delhi,18-25,5,0,1,95,0
D2921,1235,Cash,SocialMedia,Lucknow,26-35,10,1,0,197,1
D2922,157,UPI,Referral,Kanpur,26-35,11,1,1,138,0
D2923,1326,Card,SocialMedia,Other,26-35,2,0,0,234,1
D2924,579,UPI,SocialMedia,Other,18-25,10,1,1,109,0
D2925,261,UPI,SocialMedia,Ghaziabad,18-25,4,0,0,27,0
D2926,400,Card,Event,Delhi,26-35,2,0,1,156,1
D2927,295,UPI,SocialMedia,Lucknow,18-25,4,0,1,122,0
D2928,1104,Card,Referral,Other,26-35,7,0,1,12,1
D2929,1005,UPI,Event,Other,26-35,11,1,0,66,1
D2930,181,Card,Referral,Kanpur,36-50,9,1,1,88,1
D2931,454,Cash,SocialMedia,Other,36-50,3,0,1,248,1
D2932,329,UPI,SocialMedia,Other,18-25,4,0,0,189,1
D2933,1488,UPI,Website,Delhi,18-25,4,0,1,115,1
D2934,234,UPI,Website,Kanpur,36-50,9,1,1,172,1
D2935,1850,Cash,Event,Other,36-50,7,0,1,10,1
D2936,588,Card,Website,Lucknow,51+,1,0,0,100,1
D2937,267,Cash,Website,Ghaziabad,51+,1,0,0,168,0
D2938,375,UPI,Event,Other,26-35,1,0,1,151,1
D2939,343,UPI,Referral,Lucknow,36-50,12,0,1,102,1
D2940,247,Card,Website,Other,26-35,7,0,1,137,1
D2941,643,UPI,Website,Delhi,36-50,6,0,1,163,1
D2942,255,Cash,SocialMedia,Kanpur,51+,10,1,0,139,0
D2943,131,UPI,SocialMedia,Other,36-50,3,0,0,200,0
D2944,461,UPI,SocialMedia,Lucknow,26-35,1,0,1,162,1
D2945,170,Card,Website,Lucknow,26-35,4,0,1,175,1
D2946,355,Card,Website,Ghaziabad,18-25,3,0,1,259,1
D2947,319,Card,SocialMedia,Kanpur,26-35,10,1,1,197,1
D2948,327,UPI,Website,Delhi,36-50,10,1,0,261,0
D2949,2442,BankTransfer,SocialMedia,Ghaziabad,36-50,8,0,0,92,1
D2950,626,Cash,SocialMedia,Other,18-25,11,1,0,28,0
D2951,715,BankTransfer,Referral,Other,36-50,6,0,1,130,1
D2952,174,Card,Event,Delhi,26-35,3,0,0,124,1
D2953,381,Card,SocialMedia,Kanpur,26-35,4,0,1,242,0
D2954,700,Card,Event,Delhi,26-35,2,0,0,60,0
D2955,294,UPI,SocialMedia,Kanpur,26-35,11,1,0,134,1
D2956,1136,UPI,Website,Other,36-50,8,0,0,168,0
D2957,259,Card,Referral,Ghaziabad,36-50,10,1,1,147,1
D2958,493,UPI,Event,Other,36-50,4,0,0,127,0
D2959,399,UPI,Event,Ghaziabad,26-35,9,1,1,165,1
D2960,675,BankTransfer,SocialMedia,Kanpur,36-50,4,0,1,215,1
D2961,384,UPI,Event,Other,18-25,6,0,0,247,0
D2962,498,Card,SocialMedia,Lucknow,26-35,8,0,1,142,0
D2963,510,Card,SocialMedia,Other,26-35,12,0,0,82,0
D2964,360,UPI,Referral,Other,36-50,7,0,0,247,1
D2965,845,BankTransfer,Event,Lucknow,51+,9,1,0,64,1
D2966,711,UPI,Event,Ghaziabad,18-25,8,0,1,265,1
D2967,566,BankTransfer,SocialMedia,Lucknow,36-50,6,0,1,234,0
D2968,445,Cash,Website,Other,18-25,12,0,0,244,0
D2969,1051,UPI,SocialMedia,Other,26-35,12,0,1,187,0
D2970,510,UPI,Event,Ghaziabad,36-50,4,0,1,10,1
D2971,486,UPI,Website,Delhi,36-50,11,1,1,67,0
D2972,648,UPI,Event,Kanpur,36-50,6,0,1,161,1
D2973,1974,UPI,Referral,Lucknow,36-50,9,1,1,92,1
D2974,236,BankTransfer,SocialMedia,Other,18-25,7,0,1,117,0
D2975,1032,UPI,Website,Other,51+,10,1,0,182,1
D2976,160,Cash,Referral,Ghaziabad,51+,11,1,1,128,1
D2977,701,UPI,Event,Ghaziabad,26-35,6,0,0,54,0
D2978,1813,BankTransfer,Website,Kanpur,18-25,9,1,1,201,1
D2979,847,UPI,SocialMedia,Kanpur,18-25,7,0,1,176,1
D2980,678,UPI,Website,Ghaziabad,36-50,10,1,0,122,1
D2981,407,Card,Referral,Other,51+,3,0,0,189,0
D2982,615,UPI,Website,Ghaziabad,36-50,9,1,1,146,1
D2983,504,Cash,Referral,Ghaziabad,26-35,8,0,1,233,0
D2984,347,UPI,Event,Delhi,18-25,6,0,1,150,1
D2985,491,Card,Event,Kanpur,26-35,5,0,1,232,0
D2986,692,Card,SocialMedia,Kanpur,26-35,9,1,0,10,1
D2987,352,Card,Website,Other,18-25,5,0,0,172,1
D2988,342,UPI,Referral,Kanpur,18-25,1,0,1,112,0
D2989,232,UPI,Website,Ghaziabad,18-25,12,0,0,79,0
D2990,791,UPI,SocialMedia,Lucknow,18-25,6,0,1,221,0
D2991,882,UPI,Event,Kanpur,36-50,2,0,0,202,0
D2992,708,UPI,Website,Kanpur,26-35,3,0,0,10,1
D2993,1183,BankTransfer,Referral,Kanpur,26-35,10,1,1,190,1
D2994,640,Card,SocialMedia,Ghaziabad,26-35,4,0,1,181,0
D2995,792,Card,SocialMedia,Other,51+,4,0,1,89,0
D2996,744,UPI,Event,Ghaziabad,36-50,6,0,0,81,1
D2997,564,UPI,SocialMedia,Ghaziabad,26-35,1,0,1,28,1
D2998,415,Card,Referral,Ghaziabad,36-50,7,0,1,116,1
D2999,2835,UPI,Event,Other,36-50,1,0,1,127,0
D3000,439,UPI,Event,Kanpur,36-50,11,1,1,195,0
D3001,378,Card,SocialMedia,Other,26-35,6,0,0,158,1
D3002,816,Card,Event,Ghaziabad,26-35,3,0,1,65,1
D3003,718,BankTransfer,Referral,Other,26-35,6,0,1,156,1
D3004,225,UPI,Event,Ghaziabad,26-35,3,0,1,122,1
